date,open,high,low,close,volume
1593993600000,227.54,234.15,226.93,233.1,284564.90764
1593907200000,229.24,229.85,223.05,227.56,355747.12006
1593820800000,224.86,230.71,224.43,229.17,307726.46593
1593734400000,226.46,228.13,223.97,224.87,314578.5004
1593648000000,230.99,232.01,222.87,226.46,592485.91115
1593561600000,225.59,232.71,224.16,230.99,517351.58865
1593475200000,227.98,228.7,222.91,225.6,415036.02977
1593388800000,224.89,229.96,221.26,227.93,597915.52242
1593302400000,220.94,227.96,218.32,224.93,444766.56881
1593216000000,229.66,231.42,216.0,220.94,645950.61438
1593129600000,232.49,233.61,227.75,229.64,628340.07007
1593043200000,234.57,235.39,227.56,232.5,613748.59348
1592956800000,243.15,249.24,231.07,234.58,921634.0534
1592870400000,243.11,244.87,240.75,243.14,442296.31477
1592784000000,228.03,246.89,227.51,243.13,749030.11114
1592697600000,228.88,231.49,227.11,228.04,256305.23734
1592611200000,229.0,230.85,225.62,228.89,303704.98826
1592524800000,231.26,231.95,226.74,229.0,397284.59808
1592438400000,233.82,234.65,227.93,231.27,334347.79917
1592352000000,235.31,237.3,227.65,233.82,478187.2917
1592265600000,230.86,236.0,228.7,235.3,499194.66758
1592179200000,231.74,233.55,218.27,230.86,875026.92057
1592092800000,238.13,238.59,229.83,231.77,304943.21188
1592006400000,237.55,238.73,234.66,238.11,253797.7809
1591920000000,230.46,239.38,228.19,237.55,446515.34124
1591833600000,247.78,250.09,226.2,230.51,816456.89161
1591747200000,243.79,250.28,242.0,247.78,431285.61715
1591660800000,246.37,249.82,238.0,243.8,420327.17133
1591574400000,244.57,247.7,240.59,246.4,383116.54719
1591488000000,241.94,245.37,234.6,244.56,571102.55515
1591401600000,240.04,244.7,237.83,241.94,389423.07798
1591315200000,243.22,247.87,239.14,240.03,502547.41103
1591228800000,244.54,246.6,236.0,243.21,669369.3392
1591142400000,237.71,245.0,232.71,244.52,502928.13371
1591056000000,248.23,253.8,225.0,237.71,955520.91863
1590969600000,231.56,250.68,230.66,248.23,823816.69936
1590883200000,243.71,245.39,229.58,231.57,821608.68884
1590796800000,220.63,247.0,218.8,243.66,1019550.75146
1590710400000,220.24,224.79,217.57,220.67,603058.0759
1590624000000,208.29,220.5,204.67,220.21,643945.97769
1590537600000,200.92,208.44,200.76,208.29,494816.72727
1590451200000,204.22,205.0,196.9,200.89,477176.7353
1590364800000,199.9,205.67,198.01,204.15,469931.62492
1590278400000,206.6,210.55,199.5,199.9,673535.05784
1590192000000,207.36,211.2,204.55,206.6,478559.92006
1590105600000,198.72,209.19,196.24,207.36,787672.36081
1590019200000,209.99,211.64,191.71,198.74,1003923.4342
1589932800000,214.6,215.75,204.27,209.98,679532.61037
1589846400000,214.92,215.95,209.45,214.58,643702.98849
1589760000000,207.02,217.07,207.0,214.91,1064139.2485
1589673600000,200.44,209.85,199.68,207.0,708711.89315
1589587200000,194.87,203.5,193.21,200.45,669900.03754
1589500800000,203.29,204.08,191.66,194.86,904749.6357
1589414400000,199.61,206.02,195.67,203.29,1114700.24937
1589328000000,189.77,201.0,188.35,199.58,806143.00704
1589241600000,185.8,192.24,185.48,189.76,669755.79567
1589155200000,187.62,193.5,176.0,185.73,1093299.81927
1589068800000,210.09,210.18,179.59,187.54,1473226.05475
1588982400000,211.32,214.6,208.4,210.07,587871.98073
1588896000000,212.01,216.61,206.9,211.31,917908.1944
1588809600000,198.92,215.1,196.43,212.0,1305778.73764
1588723200000,205.3,210.77,197.71,198.97,862700.67849
1588636800000,206.47,211.68,201.0,205.29,640644.66268
1588550400000,209.86,210.65,194.88,206.48,1114249.32658
1588464000000,213.89,219.3,203.92,209.86,748383.91311
1588377600000,212.01,215.37,210.36,213.9,443494.67248
1588291200000,206.07,217.14,205.91,212.02,794913.95828
1588204800000,215.4,227.3,202.0,206.08,1749691.00151
1588118400000,196.24,218.77,196.22,215.36,1620422.72431
1588032000000,196.33,198.5,192.36,196.24,636829.89397
1587945600000,197.39,199.05,189.29,196.34,896627.37271
1587859200000,194.21,200.0,192.3,197.38,758525.81533
1587772800000,187.6,198.36,185.76,194.21,866478.04928
1587686400000,185.57,189.8,184.72,187.59,780904.21257
1587600000000,182.7,193.63,178.16,185.51,1457867.08713
1587513600000,170.73,184.0,169.78,182.7,988698.39076
1587427200000,170.21,174.7,168.0,170.74,906381.65398
1587340800000,180.02,186.46,166.7,170.2,1547821.52737
1587254400000,187.4,188.35,175.75,180.03,995759.5775
1587168000000,170.61,189.54,170.48,187.4,1127296.36979
