date,open,high,low,close,volume
1594022400000,0.17631,0.177,0.17587,0.17645,175274.4
1594018800000,0.17614,0.17695,0.1756,0.17615,250629.7
1594015200000,0.17491,0.1795,0.17438,0.17614,737707.1
1594011600000,0.17486,0.17498,0.17367,0.17491,127236.1
1594008000000,0.1743,0.17486,0.17395,0.17486,105163.5
1594004400000,0.17346,0.1745,0.17316,0.17447,106242.1
1594000800000,0.17243,0.17362,0.17215,0.17345,132854.8
1593997200000,0.17212,0.17259,0.1717,0.1724,74881.2
1593993600000,0.17281,0.17302,0.17173,0.17173,246251.5
1593990000000,0.17151,0.17333,0.17143,0.17281,161938.1
1593986400000,0.17212,0.17366,0.17136,0.17167,379166.5
1593982800000,0.17298,0.17338,0.16822,0.17183,1151981.0
1593979200000,0.17339,0.17399,0.1722,0.17298,288497.7
1593975600000,0.17461,0.17521,0.17313,0.17339,111382.9
1593972000000,0.17535,0.17589,0.1733,0.17461,252095.9
1593968400000,0.17519,0.1763,0.17461,0.17529,203044.3
1593964800000,0.17383,0.17612,0.17383,0.17521,145774.4
1593961200000,0.17202,0.17529,0.172,0.17401,306394.2
1593957600000,0.17305,0.17318,0.17135,0.17202,402016.4
1593954000000,0.17428,0.17428,0.17259,0.17259,357746.0
1593950400000,0.17507,0.17507,0.17327,0.17472,278340.5
1593946800000,0.17521,0.17535,0.1747,0.17471,300706.7
1593943200000,0.17588,0.17768,0.1744,0.17534,680420.0
1593939600000,0.177,0.17837,0.175,0.17641,420788.2
1593936000000,0.1767,0.17722,0.1756,0.177,200892.0
1593932400000,0.17746,0.17759,0.1755,0.17659,362060.6
1593928800000,0.17574,0.17846,0.17542,0.17721,467906.9
1593925200000,0.18143,0.18157,0.17403,0.17575,2107068.4
1593921600000,0.18414,0.18462,0.1804,0.18066,735122.0
1593918000000,0.18523,0.18542,0.18333,0.18415,220943.0
1593914400000,0.18617,0.18713,0.18487,0.18523,264021.8
1593910800000,0.18383,0.18852,0.18372,0.18598,774580.8
1593907200000,0.1813,0.18363,0.18117,0.18363,166206.7
1593903600000,0.18108,0.1814,0.18028,0.1813,135012.0
1593900000000,0.18112,0.18181,0.18105,0.18138,117100.8
1593896400000,0.18114,0.18177,0.18084,0.18142,150374.4
1593892800000,0.18273,0.18274,0.18113,0.18113,197740.3
1593889200000,0.18328,0.18342,0.18184,0.18274,140330.2
1593885600000,0.18199,0.18484,0.18099,0.18324,732367.2
1593882000000,0.183,0.18584,0.18142,0.18201,862774.8
1593878400000,0.17902,0.183,0.1786,0.183,401252.3
1593874800000,0.18088,0.18158,0.178,0.17902,441574.7
1593871200000,0.1826,0.18282,0.18005,0.18092,383295.0
1593867600000,0.18172,0.184,0.18011,0.18247,752180.3
1593864000000,0.17811,0.18189,0.17768,0.18172,380036.3
1593860400000,0.17824,0.18021,0.1775,0.17811,373448.7
1593856800000,0.18142,0.18142,0.17812,0.17839,560458.6
1593853200000,0.18232,0.18314,0.1798,0.18108,602191.2
1593849600000,0.18134,0.18275,0.18101,0.18269,478060.2
1593846000000,0.17921,0.18138,0.17921,0.18112,413769.2
1593842400000,0.1806,0.18069,0.17732,0.17921,605078.1
1593838800000,0.17888,0.181,0.17863,0.18071,1166533.8
1593835200000,0.17751,0.17888,0.1767,0.17888,608304.3
1593831600000,0.17471,0.17805,0.17436,0.17805,550093.4
1593828000000,0.174,0.175,0.17398,0.1748,192425.4
1593824400000,0.17453,0.17513,0.17364,0.174,241813.6
1593820800000,0.17121,0.17526,0.17079,0.17496,661844.0
1593817200000,0.17361,0.17421,0.1707,0.17156,340322.6
1593813600000,0.17182,0.1746,0.17127,0.17408,227068.3
1593810000000,0.17371,0.17449,0.1711,0.17182,214932.2
1593806400000,0.17386,0.17411,0.1727,0.174,137513.3
1593802800000,0.17239,0.17387,0.16999,0.17336,259978.8
1593799200000,0.17221,0.1724,0.17157,0.17236,137374.3
1593795600000,0.174,0.1742,0.17189,0.172,441144.5
1593792000000,0.16963,0.17442,0.16963,0.17377,807219.6
1593788400000,0.16699,0.16981,0.16699,0.16963,264542.9
1593784800000,0.16734,0.16788,0.16651,0.16668,134629.9
1593781200000,0.16892,0.16892,0.1673,0.16759,54025.6
1593777600000,0.16718,0.16891,0.16699,0.16891,209679.3
1593774000000,0.16747,0.16747,0.16654,0.16676,183661.3
1593770400000,0.16755,0.16755,0.16682,0.16749,105244.3
1593766800000,0.16841,0.16905,0.16654,0.16758,162048.9
1593763200000,0.16852,0.16928,0.16801,0.16825,159001.6
1593759600000,0.1703,0.17036,0.16776,0.16853,201129.9
1593756000000,0.17059,0.17119,0.16971,0.17038,154236.1
1593752400000,0.17001,0.17064,0.16924,0.17059,157792.5
1593748800000,0.1688,0.17029,0.16852,0.16998,207280.7
1593745200000,0.1685,0.16904,0.16811,0.1688,65470.0
1593741600000,0.1691,0.1692,0.16803,0.16887,45468.9
1593738000000,0.16639,0.16999,0.16624,0.1691,363215.4
1593734400000,0.16659,0.16737,0.16566,0.16591,125982.8
1593730800000,0.16771,0.16805,0.1665,0.16659,205683.6
1593727200000,0.16608,0.16777,0.16559,0.16777,238148.6
1593723600000,0.16519,0.16628,0.16441,0.16628,78263.0
1593720000000,0.16369,0.16515,0.16353,0.16515,221924.6
1593716400000,0.16576,0.16651,0.1624,0.16354,430128.7
1593712800000,0.16762,0.16795,0.16547,0.16573,116527.9
1593709200000,0.16393,0.16795,0.16354,0.16762,193051.0
1593705600000,0.16497,0.16497,0.16032,0.1642,1100529.7
1593702000000,0.1697,0.16998,0.16436,0.16499,1055658.7
1593698400000,0.17164,0.17177,0.16921,0.17009,335155.7
1593694800000,0.17207,0.17264,0.17117,0.17168,146107.7
1593691200000,0.1709,0.17208,0.17018,0.1718,83624.9
1593687600000,0.17112,0.17229,0.17032,0.17119,253566.4
1593684000000,0.16981,0.1715,0.16891,0.171,123926.4
1593680400000,0.17002,0.1703,0.16913,0.17021,86310.2
1593676800000,0.1715,0.17162,0.16893,0.17003,457585.5
1593673200000,0.17213,0.17271,0.17093,0.1715,185895.5
1593669600000,0.1725,0.17341,0.1706,0.17229,332820.9
1593666000000,0.17331,0.1746,0.17251,0.17251,178400.8
1593662400000,0.1732,0.17523,0.17312,0.17389,169689.3
1593658800000,0.17342,0.17361,0.17292,0.17331,57173.8
1593655200000,0.17296,0.17369,0.17241,0.17342,180582.5
1593651600000,0.17213,0.17298,0.17213,0.17296,77220.3
1593648000000,0.1724,0.17364,0.17176,0.17213,116808.0
1593644400000,0.1709,0.17281,0.17056,0.1724,310645.9
