date,open,high,low,close,volume
1593993600000,222.24,229.85,221.7,228.43,38703.09748
1593907200000,225.26,225.87,214.52,222.23,69746.31975
1593820800000,220.71,226.86,220.19,225.26,60882.28994
1593734400000,219.63,223.8,218.96,220.73,55468.82889
1593648000000,223.77,225.83,217.11,219.65,88532.96078
1593561600000,222.11,226.76,220.56,223.78,80148.4913
1593475200000,225.33,226.1,220.44,222.12,51309.43015
1593388800000,222.67,227.5,218.28,225.28,82675.06258
1593302400000,216.34,225.41,213.4,222.67,56776.29096
1593216000000,230.72,231.57,204.77,216.37,108856.82037
1593129600000,232.45,233.72,228.13,230.65,75857.14051
1593043200000,232.72,235.09,226.23,232.45,72028.67203
1592956800000,240.68,245.62,229.34,232.8,118724.24935
1592870400000,241.04,244.45,239.18,240.69,80116.62369
1592784000000,230.33,243.98,229.75,241.03,101177.89114
1592697600000,232.8,234.16,229.71,230.31,49052.6883
1592611200000,233.39,235.19,228.62,232.8,67102.65437
1592524800000,236.05,236.54,230.46,233.39,64051.95688
1592438400000,240.4,240.7,232.53,236.04,52913.4817
1592352000000,237.47,246.0,235.06,240.39,80189.7269
1592265600000,235.64,239.0,232.5,237.46,57655.10926
1592179200000,237.47,238.32,224.41,235.64,99741.29236
1592092800000,240.7,240.84,234.93,237.48,40676.31486
1592006400000,240.85,242.25,237.29,240.69,38019.76311
1591920000000,234.73,243.66,233.08,240.85,62740.15513
1591833600000,256.95,258.0,231.28,234.74,128129.81168
1591747200000,254.02,258.76,250.6,256.94,83425.14722
1591660800000,255.3,257.15,250.5,254.05,59892.0129
1591574400000,253.56,256.72,251.3,255.24,63486.19609
1591488000000,253.21,255.78,245.22,253.56,95042.9939
1591401600000,256.11,258.26,250.88,253.23,90657.05023
1591315200000,256.17,263.45,254.49,256.05,116026.08527
1591228800000,253.17,260.92,247.5,256.18,151733.53413
1591142400000,250.86,254.0,246.25,253.23,95425.52108
1591056000000,253.29,269.61,241.67,250.85,264191.59595
1590969600000,238.67,255.0,237.42,253.19,137868.09636
1590883200000,252.41,252.76,236.0,238.69,134759.41776
1590796800000,238.35,253.75,236.2,252.38,129920.53092
1590710400000,239.91,243.99,233.05,238.43,84354.78895
1590624000000,232.85,241.0,228.85,239.86,112645.49877
1590537600000,228.0,234.8,227.03,232.85,74807.73248
1590451200000,230.56,231.27,223.91,228.01,68127.54164
1590364800000,222.91,233.28,220.96,230.55,80902.6915
1590278400000,234.12,237.48,222.41,223.0,91313.85972
1590192000000,234.67,240.0,231.96,234.11,89247.90245
1590105600000,228.17,236.69,225.0,234.67,111783.65323
1590019200000,239.79,243.0,220.65,228.22,149841.8009
1589932800000,246.83,247.66,235.0,239.85,127884.72984
1589846400000,248.49,250.94,242.36,246.74,110402.72204
1589760000000,240.74,255.75,240.25,248.5,159970.51046
1589673600000,236.45,247.43,235.61,240.73,105516.29912
1589587200000,235.11,240.9,233.64,236.45,106699.94829
1589500800000,242.51,243.39,230.93,235.21,115625.77262
1589414400000,239.34,245.82,233.83,242.61,173327.58715
1589328000000,233.25,242.0,231.74,239.41,104151.89988
1589241600000,235.17,239.4,228.42,233.23,146776.566
1589155200000,232.68,238.0,216.52,235.16,264827.64401
1589068800000,265.26,265.72,221.33,232.56,364945.21343
1588982400000,260.16,277.46,258.51,265.24,265358.79287
1588896000000,251.94,265.83,247.85,260.3,199500.21611
1588809600000,241.32,256.62,235.5,251.9,165995.0332
1588723200000,246.92,253.91,239.95,241.32,119023.73336
1588636800000,245.77,252.28,240.96,246.9,94957.68054
1588550400000,251.69,252.61,236.0,245.75,151932.20063
1588464000000,260.84,267.76,245.7,251.65,166679.52234
1588377600000,254.79,261.0,252.2,260.84,103409.54202
